"","Player","TotalRuns","Total4s","Total6s","TotalBoundaries","RunsFrom4s","RunsFrom6s","RunsFromBoundaries","PropFrom4s","PropFrom6s","PropFromBoundaries"
"2495","SG Peall (ZIM)",60,9,0,9,36,0,36,0.6,0,0.6
"2496","SG Shinde (INDIA)",85,0,0,0,0,0,0,0,0,0
"2497","SH Cook (AUS)",3,0,0,0,0,0,0,0,0,0
"2498","SH Curnow (SA)",168,12,0,12,48,0,48,0.285714285714286,0,0.285714285714286
"2499","SH Emery (AUS)",6,0,0,0,0,0,0,0,0,0
"2500","Shabbir Ahmed (PAK)",88,10,0,10,40,0,40,0.454545454545455,0,0.454545454545455
"2501","Shadab Kabir (PAK)",148,22,0,22,88,0,88,0.594594594594595,0,0.594594594594595
"2502","Shadab Khan (PAK)",188,25,0,25,100,0,100,0.531914893617021,0,0.531914893617021
"2503","Shafiq Ahmed (PAK)",99,10,0,10,40,0,40,0.404040404040404,0,0.404040404040404
"2504","Shafiul Islam (BDESH)",211,31,3,34,124,18,142,0.587677725118483,0.0853080568720379,0.672985781990521
"2505","Shafqat Rana (PAK)",221,13,1,14,52,6,58,0.235294117647059,0.0271493212669683,0.262443438914027
"2506","Shahadat Hossain (BDESH)",521,69,6,75,276,36,312,0.529750479846449,0.0690978886756238,0.598848368522073
"2507","Shahid Afridi (PAK)",1716,220,52,272,880,312,1192,0.512820512820513,0.181818181818182,0.694638694638695
"2508","Shahid Israr (PAK)",7,0,0,0,0,0,0,0,0,0
"2509","Shahid Mahmood (PAK)",25,3,0,3,12,0,12,0.48,0,0.48
"2510","Shahid Nazir (PAK)",194,22,2,24,88,12,100,0.45360824742268,0.0618556701030928,0.515463917525773
"2511","Shahid Saeed (PAK)",12,1,0,1,4,0,4,0.333333333333333,0,0.333333333333333
"2512","Shahriar Hossain (BDESH)",99,14,0,14,56,0,56,0.565656565656566,0,0.565656565656566
"2513","Shahriar Nafees (BDESH)",1267,189,1,190,756,6,762,0.596685082872928,0.00473559589581689,0.601420678768745
"2514","Shakeel Ahmed jnr (PAK)",74,8,0,8,32,0,32,0.432432432432432,0,0.432432432432432
"2515","Shakeel Ahmed snr (PAK)",1,0,0,0,0,0,0,0,0,0
"2516","Shakib Al Hasan (BDESH)",3692,462,19,481,1848,114,1962,0.500541711809317,0.0308775731310943,0.531419284940412
"2517","Shamsur Rahman (BDESH)",305,40,3,43,160,18,178,0.524590163934426,0.059016393442623,0.583606557377049
"2518","Shan Masood (PAK)",565,50,4,54,200,24,224,0.353982300884956,0.0424778761061947,0.39646017699115
"2519","Sharjeel Khan (PAK)",44,7,1,8,28,6,34,0.636363636363636,0.136363636363636,0.772727272727273
"2520","SHM Colah (INDIA)",69,0,0,0,0,0,0,0,0,0
"2521","Shoaib Akhtar (PAK)",544,53,22,75,212,132,344,0.389705882352941,0.242647058823529,0.632352941176471
"2522","Shoaib Malik (PAK)",1898,239,17,256,956,102,1058,0.503688092729189,0.053740779768177,0.557428872497366
"2523","Shoaib Mohammad (PAK)",2751,292,5,297,1168,30,1198,0.42457288258815,0.0109051254089422,0.435478007997092
"2524","Shujauddin (PAK)",395,7,0,7,28,0,28,0.0708860759493671,0,0.0708860759493671
"2525","Shuvagata Hom (BDESH)",244,29,0,29,116,0,116,0.475409836065574,0,0.475409836065574
"2526","SI de Saram (SL)",117,15,0,15,60,0,60,0.512820512820513,0,0.512820512820513
"2527","SI Mahmood (ENG)",81,10,0,10,40,0,40,0.493827160493827,0,0.493827160493827
"2528","Sikandar Raza (ZIM)",762,79,9,88,316,54,370,0.414698162729659,0.0708661417322835,0.485564304461942
"2529","Sikander Bakht (PAK)",146,5,0,5,20,0,20,0.136986301369863,0,0.136986301369863
"2530","Sir RJ Hadlee (NZ)",3124,343,33,376,1372,198,1570,0.439180537772087,0.0633802816901408,0.502560819462228
"2531","SJ Benn (WI)",486,58,13,71,232,78,310,0.477366255144033,0.160493827160494,0.637860082304527
"2532","SJ Cook (SA)",107,10,0,10,40,0,40,0.373831775700935,0,0.373831775700935
"2533","SJ Harmison (ENG)",742,97,10,107,388,60,448,0.522911051212938,0.0808625336927224,0.60377358490566
"2534","SJ Harmison (ICC)",1,0,0,0,0,0,0,0,0,0
"2535","SJ McCabe (AUS)",2748,269,5,274,1076,30,1106,0.39155749636099,0.0109170305676856,0.402474526928675
"2536","SJ Pegler (SA)",360,10,1,11,40,6,46,0.111111111111111,0.0166666666666667,0.127777777777778
"2537","SJ Rhodes (ENG)",294,28,2,30,112,12,124,0.380952380952381,0.0408163265306122,0.421768707482993
"2538","SJ Rixon (AUS)",394,33,0,33,132,0,132,0.33502538071066,0,0.33502538071066
"2539","SJ Snooke (SA)",1008,57,0,57,228,0,228,0.226190476190476,0,0.226190476190476
"2540","SJ Staples (ENG)",65,0,0,0,0,0,0,0,0,0
"2541","SJE Brown (ENG)",11,2,0,2,8,0,8,0.727272727272727,0,0.727272727272727
"2542","SJE Loxton (AUS)",554,38,5,43,152,30,182,0.274368231046931,0.0541516245487365,0.328519855595668
"2543","SK Coen (SA)",101,0,0,0,0,0,0,0,0,0
"2544","SK Raina (INDIA)",768,100,4,104,400,24,424,0.520833333333333,0.03125,0.552083333333333
"2545","SK Sharma (INDIA)",56,9,0,9,36,0,36,0.642857142857143,0,0.642857142857143
"2546","SK Warne (AUS)",3154,353,37,390,1412,222,1634,0.447685478757134,0.0703868103994927,0.518072289156627
"2547","SKL de Silva (SL)",36,3,0,3,12,0,12,0.333333333333333,0,0.333333333333333
"2548","SL Boock (NZ)",207,13,0,13,52,0,52,0.251207729468599,0,0.251207729468599
"2549","SL Campbell (WI)",2882,373,9,382,1492,54,1546,0.517696044413602,0.0187369882026371,0.536433032616239
"2550","SL Malinga (SL)",275,36,6,42,144,36,180,0.523636363636364,0.130909090909091,0.654545454545455
"2551","SL Watkin (ENG)",25,3,0,3,12,0,12,0.48,0,0.48
"2552","SLV Raju (INDIA)",240,12,0,12,48,0,48,0.2,0,0.2
"2553","SM Curran (ENG)",271,35,4,39,140,24,164,0.516605166051661,0.0885608856088561,0.605166051660517
"2554","SM Ervine (ZIM)",261,32,2,34,128,12,140,0.490421455938697,0.0459770114942529,0.53639846743295
"2555","SM Gavaskar (INDIA)",10168,1023,26,1049,4092,156,4248,0.402439024390244,0.0153422501966955,0.417781274586939
"2556","SM Katich (AUS)",4188,490,9,499,1960,54,2014,0.468003820439351,0.0128939828080229,0.480897803247373
"2557","SM Nurse (WI)",2523,230,11,241,920,66,986,0.364645263575109,0.0261593341260404,0.390804597701149
"2558","SM Patil (INDIA)",1634,197,9,206,788,54,842,0.482252141982864,0.0330477356181151,0.515299877600979
"2559","SM Pollock (SA)",3781,412,35,447,1648,210,1858,0.435863528167152,0.0555408622057657,0.491404390372917
"2560","SM Warnapura (SL)",821,98,2,100,392,12,404,0.477466504263094,0.0146163215590743,0.492082825822168
"2561","SMH Kirmani (INDIA)",2759,246,3,249,984,18,1002,0.356650960492932,0.00652410293584632,0.363175063428779
"2562","SMJ Woods (AUS)",32,0,0,0,0,0,0,0,0,0
"2563","SMJ Woods (ENG)",122,0,0,0,0,0,0,0,0,0
"2564","SMS Kaluperuma (SL)",88,11,0,11,44,0,44,0.5,0,0.5
"2565","SMSM Senanayake (SL)",5,1,0,1,4,0,4,0.8,0,0.8
"2566","SN Banerjee (INDIA)",13,0,1,1,0,6,6,0,0.461538461538462,0.461538461538462
"2567","SN McGregor (NZ)",892,34,0,34,136,0,136,0.152466367713004,0,0.152466367713004
"2568","SNJ O'Keefe (AUS)",86,11,0,11,44,0,44,0.511627906976744,0,0.511627906976744
"2569","SO Dowrich (WI)",1034,122,6,128,488,36,524,0.471953578336557,0.034816247582205,0.506769825918762
"2570","SO Hetmyer (WI)",322,41,6,47,164,36,200,0.509316770186335,0.111801242236025,0.62111801242236
"2571","Sohag Gazi (BDESH)",325,32,11,43,128,66,194,0.393846153846154,0.203076923076923,0.596923076923077
"2572","Sohail Khan (PAK)",252,34,8,42,136,48,184,0.53968253968254,0.19047619047619,0.73015873015873
"2573","Sohail Tanvir (PAK)",17,4,0,4,16,0,16,0.941176470588235,0,0.941176470588235
"2574","Sohrawordi Shuvo (BDESH)",15,1,0,1,4,0,4,0.266666666666667,0,0.266666666666667
"2575","Soumya Sarkar (BDESH)",558,76,3,79,304,18,322,0.544802867383513,0.032258064516129,0.577060931899642
"2576","SP Davis (AUS)",0,0,0,0,0,0,0,NA,NA,NA
"2577","SP Fleming (NZ)",7172,917,26,943,3668,156,3824,0.51143335192415,0.0217512548800892,0.533184606804239
"2578","SP Gupte (INDIA)",183,2,0,2,8,0,8,0.0437158469945355,0,0.0437158469945355
"2579","SP James (ENG)",71,6,0,6,24,0,24,0.338028169014085,0,0.338028169014085
"2580","SP Jones (AUS)",428,31,0,31,124,0,124,0.289719626168224,0,0.289719626168224
"2581","SP Jones (ENG)",205,29,3,32,116,18,134,0.565853658536585,0.0878048780487805,0.653658536585366
"2582","SP Kinneir (ENG)",52,5,0,5,20,0,20,0.384615384615385,0,0.384615384615385
"2583","SP Narine (WI)",40,4,1,5,16,6,22,0.4,0.15,0.55
"2584","SP O'Donnell (AUS)",252,25,3,28,100,18,118,0.396825396825397,0.0714285714285714,0.468253968253968
"2585","SPD Smith (AUS)",6199,684,36,720,2736,216,2952,0.441361509920955,0.0348443297306017,0.476205839651557
"2586","SR Clark (AUS)",248,21,6,27,84,36,120,0.338709677419355,0.145161290322581,0.483870967741935
"2587","SR Gillespie (NZ)",28,2,0,2,8,0,8,0.285714285714286,0,0.285714285714286
"2588","SR Harmer (SA)",58,5,0,5,20,0,20,0.344827586206897,0,0.344827586206897
"2589","SR Patel (ENG)",151,16,1,17,64,6,70,0.423841059602649,0.0397350993377483,0.463576158940397
"2590","SR Patil (INDIA)",14,0,0,0,0,0,0,0,0,0
"2591","SR Tendulkar (INDIA)",15921,2058,69,2127,8232,414,8646,0.517052948935368,0.0260033917467496,0.543056340682118
"2592","SR Thompson (IRE)",56,6,0,6,24,0,24,0.428571428571429,0,0.428571428571429
"2593","SR Watson (AUS)",3731,483,31,514,1932,186,2118,0.517823639774859,0.0498525864379523,0.567676226212812
"2594","SR Waugh (AUS)",10927,1175,20,1195,4700,120,4820,0.430127207833806,0.0109819712638419,0.441109179097648
"2595","SS Cottrell (WI)",11,1,0,1,4,0,4,0.363636363636364,0,0.363636363636364
"2596","SS Das (INDIA)",1326,180,1,181,720,6,726,0.542986425339366,0.00452488687782805,0.547511312217195
"2597","SS Dighe (INDIA)",141,19,0,19,76,0,76,0.539007092198582,0,0.539007092198582
"2598","SS Karim (INDIA)",15,2,0,2,8,0,8,0.533333333333333,0,0.533333333333333
"2599","SS Naik (INDIA)",141,17,0,17,68,0,68,0.482269503546099,0,0.482269503546099
"2600","SS Schultz (ENG)",20,0,0,0,0,0,0,0,0,0
"2601","ST Banerjee (INDIA)",3,0,0,0,0,0,0,0,0,0
"2602","ST Callaway (AUS)",87,9,0,9,36,0,36,0.413793103448276,0,0.413793103448276
"2603","ST Clarke (WI)",172,12,8,20,48,48,96,0.27906976744186,0.27906976744186,0.558139534883721
"2604","ST Finn (ENG)",279,36,0,36,144,0,144,0.516129032258065,0,0.516129032258065
"2605","ST Gabriel (WI)",178,23,4,27,92,24,116,0.51685393258427,0.134831460674157,0.651685393258427
"2606","ST Jayasuriya (SL)",6973,910,59,969,3640,354,3994,0.522013480567905,0.0507672450881973,0.572780725656102
"2607","STR Binny (INDIA)",194,23,1,24,92,6,98,0.474226804123711,0.0309278350515464,0.505154639175258
"2608","Subashis Roy (BDESH)",14,3,0,3,12,0,12,0.857142857142857,0,0.857142857142857
"2609","Sunzamul Islam (BDESH)",24,1,0,1,4,0,4,0.166666666666667,0,0.166666666666667
"2610","Surendranath (INDIA)",136,7,0,7,28,0,28,0.205882352941176,0,0.205882352941176
"2611","SV Bahutule (INDIA)",39,3,1,4,12,6,18,0.307692307692308,0.153846153846154,0.461538461538462
"2612","SV Carlisle (ZIM)",1615,185,10,195,740,60,800,0.458204334365325,0.0371517027863777,0.495356037151703
"2613","SV Manjrekar (INDIA)",1997,218,1,219,872,6,878,0.436654982473711,0.00300450676014021,0.439659489233851
"2614","SV Nayak (INDIA)",19,3,0,3,12,0,12,0.631578947368421,0,0.631578947368421
"2615","SV Samuelson (SA)",22,0,0,0,0,0,0,0,0,0
"2616","SW Ambris (WI)",25,3,1,4,12,6,18,0.48,0.24,0.72
"2617","SW Masakadza (ZIM)",88,9,0,9,36,0,36,0.409090909090909,0,0.409090909090909
"2618","SW Sohoni (INDIA)",83,0,0,0,0,0,0,0,0,0
"2619","SW Tait (AUS)",20,4,0,4,16,0,16,0.8,0,0.8
"2620","Syed Rasel (BDESH)",37,6,0,6,24,0,24,0.648648648648649,0,0.648648648648649
"2621","T Armitage (ENG)",33,1,0,1,4,0,4,0.121212121212121,0,0.121212121212121
"2622","T Bavuma (SA)",1488,183,3,186,732,18,750,0.491935483870968,0.0120967741935484,0.504032258064516
"2623","T Bosch (SA)",5,1,0,1,4,0,4,0.8,0,0.8
"2624","T Campbell (SA)",90,0,0,0,0,0,0,0,0,0
"2625","T Duffin (ZIM)",80,12,0,12,48,0,48,0.6,0,0.6
"2626","T Emmett (ENG)",160,8,1,9,32,6,38,0.2,0.0375,0.2375
"2627","T Greenhough (ENG)",4,0,0,0,0,0,0,0,0,0
"2628","T Maruma (ZIM)",20,2,0,2,8,0,8,0.4,0,0.4
"2629","T Meale (NZ)",21,1,1,2,4,6,10,0.19047619047619,0.285714285714286,0.476190476190476
"2630","T Mupariwa (ZIM)",15,2,0,2,8,0,8,0.533333333333333,0,0.533333333333333
"2631","T Panyangara (ZIM)",201,30,2,32,120,12,132,0.597014925373134,0.0597014925373134,0.656716417910448
"2632","T Richardson (ENG)",177,7,0,7,28,0,28,0.15819209039548,0,0.15819209039548
"2633","T Shamsi (SA)",20,2,0,2,8,0,8,0.4,0,0.4
"2634","T Taibu (ZIM)",1546,182,7,189,728,42,770,0.470892626131953,0.0271668822768435,0.498059508408797
"2635","T Thushara (SL)",94,13,0,13,52,0,52,0.553191489361702,0,0.553191489361702
"2636","T Westley (ENG)",193,33,0,33,132,0,132,0.683937823834197,0,0.683937823834197
"2637","T Yohannan (INDIA)",13,1,0,1,4,0,4,0.307692307692308,0,0.307692307692308
"2638","TA Blundell (NZ)",136,17,1,18,68,6,74,0.5,0.0441176470588235,0.544117647058823
"2639","TA Boult (NZ)",545,53,25,78,212,150,362,0.388990825688073,0.275229357798165,0.664220183486239
"2640","TA Copeland (AUS)",39,7,0,7,28,0,28,0.717948717948718,0,0.717948717948718
"2641","TA Harris (SA)",100,9,0,9,36,0,36,0.36,0,0.36
"2642","TA Lloyd (ENG)",10,1,0,1,4,0,4,0.4,0,0.4
"2643","TA Munton (ENG)",25,3,0,3,12,0,12,0.48,0,0.48
"2644","TA Ward (SA)",451,4,0,4,16,0,16,0.0354767184035477,0,0.0354767184035477
"2645","Tahir Naqqash (PAK)",300,36,1,37,144,6,150,0.48,0.02,0.5
"2646","Taijul Islam (BDESH)",256,35,1,36,140,6,146,0.546875,0.0234375,0.5703125
"2647","Talat Ali (PAK)",370,34,1,35,136,6,142,0.367567567567568,0.0162162162162162,0.383783783783784
"2648","Talha Jubair (BDESH)",52,9,1,10,36,6,42,0.692307692307692,0.115384615384615,0.807692307692308
"2649","TAM Siriwardana (SL)",298,32,11,43,128,66,194,0.429530201342282,0.221476510067114,0.651006711409396
"2650","Tamim Iqbal (BDESH)",4049,494,33,527,1976,198,2174,0.488021733761423,0.0489009632007903,0.536922696962213
"2651","Tanvir Ahmed (PAK)",170,26,0,26,104,0,104,0.611764705882353,0,0.611764705882353
"2652","TAP Sekhar (INDIA)",0,0,0,0,0,0,0,NA,NA,NA
"2653","Tapash Baisya (BDESH)",384,47,2,49,188,12,200,0.489583333333333,0.03125,0.520833333333333
"2654","Tareq Aziz (BDESH)",22,2,0,2,8,0,8,0.363636363636364,0,0.363636363636364
"2655","Taskin Ahmed (BDESH)",68,3,2,5,12,12,24,0.176470588235294,0.176470588235294,0.352941176470588
"2656","Taslim Arif (PAK)",547,48,0,48,192,0,192,0.351005484460695,0,0.351005484460695
"2657","Taufeeq Umar (PAK)",2963,404,4,408,1616,24,1640,0.545393182585218,0.00809989875126561,0.553493081336483
"2658","Tauseef Ahmed (PAK)",318,22,0,22,88,0,88,0.276729559748428,0,0.276729559748428
"2659","TB Burtt (NZ)",252,10,1,11,40,6,46,0.158730158730159,0.0238095238095238,0.182539682539683
"2660","TB de Bruyn (SA)",234,32,0,32,128,0,128,0.547008547008547,0,0.547008547008547
"2661","TB Mitchell (ENG)",20,2,0,2,8,0,8,0.4,0,0.4
"2662","TBA May (AUS)",225,14,0,14,56,0,56,0.248888888888889,0,0.248888888888889
"2663","TC Lowry (NZ)",223,0,0,0,0,0,0,0,0,0
"2664","TC O'Brien (ENG)",59,0,0,0,0,0,0,0,0,0
"2665","TCB Fernando (SL)",132,15,0,15,60,0,60,0.454545454545455,0,0.454545454545455
"2666","TD Astle (NZ)",56,6,0,6,24,0,24,0.428571428571429,0,0.428571428571429
"2667","TD Paine (AUS)",694,78,3,81,312,18,330,0.449567723342939,0.0259365994236311,0.475504322766571
"2668","TE Bailey (ENG)",2290,178,2,180,712,12,724,0.310917030567686,0.00524017467248908,0.316157205240175
"2669","TE Blain (NZ)",456,62,4,66,248,24,272,0.543859649122807,0.0526315789473684,0.596491228070175
"2670","TE Kane (IRE)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"2671","TE Srinivasan (INDIA)",48,6,0,6,24,0,24,0.5,0,0.5
"2672","TF Johnson (WI)",9,0,0,0,0,0,0,0,0,0
"2673","TF Smailes (ENG)",25,0,0,0,0,0,0,0,0,0
"2674","TG Evans (ENG)",2439,202,7,209,808,42,850,0.331283312833128,0.017220172201722,0.34850348503485
"2675","TG Hogan (AUS)",205,22,0,22,88,0,88,0.429268292682927,0,0.429268292682927
"2676","TG McIntosh (NZ)",854,98,7,105,392,42,434,0.459016393442623,0.0491803278688525,0.508196721311475
"2677","TG McMahon (NZ)",7,0,0,0,0,0,0,0,0,0
"2678","TG Southee (NZ)",1459,148,64,212,592,384,976,0.405757368060315,0.263193968471556,0.668951336531871
"2679","TJ Franklin (NZ)",828,83,1,84,332,6,338,0.400966183574879,0.0072463768115942,0.408212560386473
"2680","TJ Friend (ZIM)",447,54,3,57,216,18,234,0.483221476510067,0.0402684563758389,0.523489932885906
"2681","TJ Jenner (AUS)",208,17,0,17,68,0,68,0.326923076923077,0,0.326923076923077
"2682","TJ Laughlin (AUS)",87,7,0,7,28,0,28,0.32183908045977,0,0.32183908045977
"2683","TJ Matthews (AUS)",153,8,0,8,32,0,32,0.209150326797386,0,0.209150326797386
"2684","TJ Murtagh (IRE)",10,2,0,2,8,0,8,0.8,0,0.8
"2685","TJ Zoehrer (AUS)",246,30,2,32,120,12,132,0.48780487804878,0.0487804878048781,0.536585365853659
"2686","TJD Kelly (AUS)",64,8,0,8,32,0,32,0.5,0,0.5
"2687","TJE Andrews (AUS)",588,49,0,49,196,0,196,0.333333333333333,0,0.333333333333333
"2688","TK Curran (ENG)",66,12,0,12,48,0,48,0.727272727272727,0,0.727272727272727
"2689","TK Kendall (AUS)",39,3,0,3,12,0,12,0.307692307692308,0,0.307692307692308
"2690","TK Musakanda (ZIM)",6,1,0,1,4,0,4,0.666666666666667,0,0.666666666666667
"2691","TL Best (WI)",401,52,5,57,208,30,238,0.518703241895262,0.0748129675810474,0.593516209476309
"2692","TL Chatara (ZIM)",82,12,1,13,48,6,54,0.585365853658537,0.0731707317073171,0.658536585365854
"2693","TL Goddard (SA)",2516,154,6,160,616,36,652,0.24483306836248,0.014308426073132,0.259141494435612
"2694","TL Richmond (ENG)",2,0,0,0,0,0,0,0,0,0
"2695","TL Tsolekile (SA)",47,3,0,3,12,0,12,0.25531914893617,0,0.25531914893617
"2696","TM Alderman (AUS)",203,19,0,19,76,0,76,0.374384236453202,0,0.374384236453202
"2697","TM Chappell (AUS)",79,3,0,3,12,0,12,0.151898734177215,0,0.151898734177215
"2698","TM Dilshan (SL)",5492,677,24,701,2708,144,2852,0.493080844865259,0.0262199563000728,0.519300801165331
"2699","TM Dowlin (WI)",343,41,1,42,164,6,170,0.478134110787172,0.0174927113702624,0.495626822157434
"2700","TM Findlay (WI)",212,19,0,19,76,0,76,0.358490566037736,0,0.358490566037736
"2701","TM Moody (AUS)",456,49,0,49,196,0,196,0.429824561403509,0,0.429824561403509
"2702","TMK Mawoyo (ZIM)",615,78,0,78,312,0,312,0.507317073170732,0,0.507317073170732
"2703","TN Madondo (ZIM)",90,10,0,10,40,0,40,0.444444444444444,0,0.444444444444444
"2704","TP Horan (AUS)",471,27,1,28,108,6,114,0.229299363057325,0.0127388535031847,0.24203821656051
"2705","TP Kamungozi (ZIM)",5,0,0,0,0,0,0,0,0,0
"2706","TPB Smith (ENG)",33,2,0,2,8,0,8,0.242424242424242,0,0.242424242424242
"2707","TR Ambrose (ENG)",447,55,4,59,220,24,244,0.492170022371365,0.0536912751677852,0.54586129753915
"2708","TR Gripper (ZIM)",809,96,2,98,384,12,396,0.474660074165637,0.0148331273176761,0.489493201483313
"2709","TR McKibbin (AUS)",88,0,0,0,0,0,0,0,0,0
"2710","TR Veivers (AUS)",813,72,6,78,288,36,324,0.354243542435424,0.044280442804428,0.398523985239852
"2711","TRO Payne (WI)",5,0,0,0,0,0,0,0,0,0
"2712","TS Chisoro (ZIM)",9,1,0,1,4,0,4,0.444444444444444,0,0.444444444444444
"2713","TS Curtis (ENG)",140,20,0,20,80,0,80,0.571428571428571,0,0.571428571428571
"2714","TS Roland-Jones (ENG)",82,10,3,13,40,18,58,0.48780487804878,0.219512195121951,0.707317073170732
"2715","TS Worthington (ENG)",321,29,0,29,116,0,116,0.361370716510903,0,0.361370716510903
"2716","TT Bresnan (ENG)",575,67,1,68,268,6,274,0.466086956521739,0.0104347826086957,0.476521739130435
"2717","TT Samaraweera (SL)",5462,633,7,640,2532,42,2574,0.463566459172464,0.00768949102892713,0.471255950201391
"2718","TU Groube (AUS)",11,1,0,1,4,0,4,0.363636363636364,0,0.363636363636364
"2719","Tushar Imran (BDESH)",89,12,0,12,48,0,48,0.539325842696629,0,0.539325842696629
"2720","TV Hohns (AUS)",136,17,0,17,68,0,68,0.5,0,0.5
"2721","TW Cartwright (ENG)",26,3,0,3,12,0,12,0.461538461538462,0,0.461538461538462
"2722","TW Garrett (AUS)",339,12,1,13,48,6,54,0.141592920353982,0.0176991150442478,0.15929203539823
"2723","TW Graveney (ENG)",4882,425,7,432,1700,42,1742,0.348217943465793,0.008603031544449,0.356820975010242
"2724","TW Hayward (ENG)",1999,143,0,143,572,0,572,0.286143071535768,0,0.286143071535768
"2725","TW Jarvis (NZ)",625,63,0,63,252,0,252,0.4032,0,0.4032
"2726","TW Routledge (SA)",72,0,0,0,0,0,0,0,0,0
"2727","TW Wall (AUS)",121,7,1,8,28,6,34,0.231404958677686,0.0495867768595041,0.28099173553719
"2728","TWJ Goddard (ENG)",13,0,0,0,0,0,0,0,0,0
"2729","TWM Latham (NZ)",2404,283,7,290,1132,42,1174,0.470881863560732,0.0174708818635607,0.488352745424293
"2730","U Afzaal (ENG)",83,12,0,12,48,0,48,0.578313253012048,0,0.578313253012048
"2731","U Ranchod (ZIM)",8,1,0,1,4,0,4,0.5,0,0.5
"2732","UC Hathurusingha (SL)",1274,154,0,154,616,0,616,0.483516483516484,0,0.483516483516484
"2733","UDU Chandana (SL)",616,77,6,83,308,36,344,0.5,0.0584415584415584,0.558441558441558
"2734","UG Dowe (WI)",8,1,0,1,4,0,4,0.5,0,0.5
"2735","Umar Akmal (PAK)",1003,117,17,134,468,102,570,0.466600199401795,0.101694915254237,0.568295114656032
"2736","Umar Amin (PAK)",99,13,0,13,52,0,52,0.525252525252525,0,0.525252525252525
"2737","Umar Gul (PAK)",577,63,20,83,252,120,372,0.436741767764298,0.207972270363951,0.64471403812825
"2738","UN Kulkarni (INDIA)",13,1,0,1,4,0,4,0.307692307692308,0,0.307692307692308
"2739","Usman Salahuddin (PAK)",37,2,0,2,8,0,8,0.216216216216216,0,0.216216216216216
"2740","UT Khawaja (AUS)",2226,244,14,258,976,84,1060,0.438454627133872,0.0377358490566038,0.476190476190476
"2741","UT Yadav (INDIA)",253,31,7,38,124,42,166,0.490118577075099,0.16600790513834,0.656126482213439
"2742","UWMBCA Welegedara (SL)",218,30,4,34,120,24,144,0.55045871559633,0.110091743119266,0.660550458715596
"2743","V Dahiya (INDIA)",2,0,0,0,0,0,0,0,0,0
"2744","V Kohli (INDIA)",6098,679,18,697,2716,108,2824,0.445391931780912,0.0177107248278124,0.463102656608724
